judul,penulis,dp1,dp2,abstrak
Penerapan Fitur Augmented Reality pada Sistem Pemesanan untuk Excelso Kediri Town Square Cafe, M. Brillian Al Akbar," Ari Kusumaningsih, S.T., M.T.","Sigit Susanto Putro, S.Kom., M.Kom.","Cafe merupakan tempat berkumpul dan berinteraksi sosial sambil mengkonsumsi minuman ataupun makanan ringan yang umum dijumpai di berbagai kota besar. semenjak kemunculannya pada abad ke-15, cafe menjadi pusat pertukaran informasi untuk membahas masalah politik, ekonomi, social, budaya dan teknologi. seiring perkembangan teknologi saat ini, beberapa cafe seperti excelso kediri town square cafe menyediakan fasilitas berupa akses internet gratis (wi-fi) bagi pelanggannya, fasilitas ini banyak digunakan pelanggan untuk mengakses internet menggunakan smartphone dan laptop yang mereka bawa. namun fasilitas ini kurang dimanfaatkan pihak cafe sendiri untuk menerapkan sistem pemesanan berbasis mobile sebagai pengganti sistem pemesanan konvensional yang ada. padahal sistem pemesanan ini sangat tepat diterapkan demi menunjang kemudahan pelanggan dan pihak cafe dalam mengelola sistem pemesanan. sistem pemesanan berbasis mobile dengan fitur augmented reality pada aplikasi my menu yang berjalan pada sistem operasi android adalah salah satu upaya pemanfaatan teknologi di bidang marketing yang diterapkan pada sistem pemesanan cafe. dengan menggunakan unity sebagai application engine, dan vuforia dalam penerapan fitur augmented reality, menjadikan my menu sebagai aplikasi pemesanan yang mampu memberikan kemudahan bagi para pelanggan maupun pihak cafe dalam mengelola sistem pemesanan. setelah dilakukan penelitian tentang user experience terhadap 15 responden, dihasilkan bahwa aplikasi my menu memiliki tingkat keberhasilan 86% dalam memudahkan proses pemesanan yang ada pada excelso kediri town square cafe."
"RANCANG BANGUN GAME EDUKASI BAHASA
ISYARAT TANGAN ADAPTIF LEVEL", Mohammad Islah Junaidillah," Ari Kusumaningsih, S.T.,M.T","Arik Kurniawati,S.Kom.,M.T","Kemampuan berkomunikasi merupakan bekal utama dalam berinteraksi dengan setiap manusia dalam kehidupan sehari-hari. mulai dari bahasa verbal ataupun bahasa non verbal. salah satu alternatif untuk membantu meningkatkan minat dan kemampuan dalam belajar bahasa isyarat adalah dengan menggunakan media belajar berupa game mobile. bahasa isyarat tangan merupakan bahasa yang digunakan sebagai media penghubung terjalinnya komunikasi antara sesama difabel maupun manuasia normal pada umumnya. media yang ada masih menggunakan pembelajaran secara objektif dan belum ada yang menggunakan media digital berbasis mobile. metode adaptif level sangat membantu dalam pengenalan bahasa isyarat. penelitian ini bertujuan mengukur tingkat kepuasan user experience dan tingkat pemahaman bahasa isyarat tangan pada pengguna aplikasi. pemerolehan hasil pengukuran user experience dapat diperoleh jumlah  tingkat keberhasilan 96% pengguna puas dengan game edukasi bahasa isyarat tangan menggunakan metode adaptif level sehingga mendekati hasil yang sempurna. hasil perhitungan dari penelitian angket menggunakan skala likert dapat diperoleh 30 jumlah skor tertinggi dengan pernyataan bahwa responden lebih mudah memahami bahasa isyarat berupa huruf dari pada pengenalan isyarat berupa angka. dilihat dari  hasil data penelitian jumlah skor permainan dari 10 responden diperoleh skor nilai a  sebanyak 20%, skor nilai b sebanyak 60% dan skor nilai c sebanyak 20%."
PENERAPAN AUGMENTED REALITY PADA PEMBUATAN APLIKASI 3D MENU BOOK UNTUK ICHI SUSHI RESTAURANT, Fathur Rahman," Ari Kusumaningsih, S.T., M.T.","Arik Kurniawati, S.Kom., M.T.","Dalam pelayanan restoran banyak ragam cara pelanggan dapat melakukan pemesanan makanan dan minuman. cara yang paling umum adalah pelanggan memanggil pelayan untuk melakukan pemesanan lalu mengantri di kasir. yang menjadi masalah yaitu ketika pelanggan dalam jumlah besar saat jam makan menggantri dalam waktu lama hanya untuk melakukan pemesanan, maka harus ada cara lain yang lebih cepat menangani pesanan pelanngan dengan lebih mudah dan interaktif sehingga tak membosankan. dengan aplikasi 3d menu book pemesanan berbasis augmented reality yang dibuat dengan menggunakan unity sebagai komponen utama, vuforia sebagai augmented reality software development kit (sdk) dan dengan blender sebagai software untuk menhasilkan obyek 3d. dengan memanfaatkan teknologi augmented reality yang terintegrasi dengan sistem pemesanan yang terhubung dengan kasir, pelanggan mendapatkan pelayanan secara maksimal diantaranya, makanan dan minuman ditampilkan ke pelanggan secara langsung dalam bentuk obyek 3d yang menarik, informasi bahan-bahan dan nilai gizi setiap menu, pemesanan dan pembatalan realtime, pengajuan permintaan tambahan yang lebih mudah dengan fitur chat serta kemudahan pembayaran tanpa perlu mendatangi kasir atau memanggil pelayan hanya dengan fitur proses tagihan. fitur-fitur diatas diharapkan memberi pengaruh peningkatan kualitas pelayanan dari sisi kecepatan, kemudahan dan lebih bersifat interaktif dengan pelanggan. hasil dari aplikasi ini adalah terwujudnya cara pemesanan makanan dan minuman di restoran ichi sushi yang lebih cepat, mudah dan interaktif bagi para pelanggan. berdasarkan hasil pengujian kecepatan dan pengalaman pengguna didapatkan penggunaan aplikasi lebih cepat dibanding pemesanan konvensional dengan selisih waktu 58,89 detik, dan mendapat skor 661 poin dari 840 poin pada pengujian user experience yang berarti mendapat tanggapan positif dari para pelanggan.   kata kunci : 3d menu book, augmented reality, unity, android , restoran."
Aplikasi Estimasi Harga Maket Kapal Menggunakan Metode Rating Scale Menggunakan Fitur Location Based Service Studi Kasus : UD. Cakraningrat Ship Model, Abdul Halim," Achmad Jauhari, S.T., M.Kom.","Sigit Susanto Putro, S.Kom., M.Kom.","Maket kapal yaitu bentuk tiruan kapaldalam bentuk 3 dimensi yang dibentuk dalam skala keciluntuk dibawa ke dalam kelas dalam wujud aslinya. selama ini proses penjualan maket kapal masih menggunakan cara perkiraan yang sederhana sehingga memiliki beberapa kelemahan antara lain objektivitas dan dasar penentuan harga tidak jelas serta proses estimasi harga butuh waktu yang lama. sehingga estimasiuntuk menentukan harga barang yang menerapkan teknologi informasi sangat dibutuhkan. salah satu metode yang bisa diterapkan yaitu metode rating scale. metode rating scale dikenal mampu mengolah data dari data kuantitatif yang ditafsirkan ke dalam pengertian kualitatif. hasil penerapan aplikasi penentuan harga maket kapal dengan metode rating scaleini dapat meningkatkan objektivitas dan dasar penentuan harga tetap terjaga serta bisa mempercepat proses penentuan harga barang sehingga proses penjualan menjadi mudah dan cepat.selain itu, aplikasi maket kapal ini berdampak sangat baik bagi ukm dan memberi peluang pekerjaan bagi masyarakat.  kata kunci: estimasi harga, rating scale, maket kapal"
PEMANFAATAN METODE SMART (Simple Multi-Atribute Rating Technique) UNTUK MENENTUKAN POSISI PEMAIN PADA OLAHRAGA BASKET, Achmad Roviqi," Sigit Susanto Putro., S.Kom. M.Kom","Mula'ab. S.Si., M.Kom","Dalam permainan basket, seorang pemain terkadang memiliki beberapa posisi bermain. saat memasuki tim basket seorang pemain berada di posisi yang diinginkan. setelah menjadi pemain professional pemain tersebut kadang berubah posisi dari yang semestinya. seorang pelatih akan menentukan posisi pemain yang tepat dalam permainan dengan melihat data pemain. tugas inilah yang terkadang membuat pelatih kesulitan dalam membuat keputusan yang tepat dengan menilai pemain secara obyektif. selain itu juga, pada umumnya proses pegambilan keputusan masih mengandalkan insting dari pelatih. oleh karena itu, kehadiran teknologi sistem pendukung keputusan menentukan posisi pemain bola basket oleh seorang pelatih tentulah sangat membantu untuk mencapai hasil maksimal dalam setiap pertandingan. teknologi yang penulis tawarkan adalah membangun sistem pendukung keputusan pemilihan posisi pemain t yang berasal dari data pemain menggunakan metode smart. sistem ini menerapkan metode smart (simple multi-atribute rating technique) yang tujuannya memberikan rekomendasi kepada pelatih untuk pemilihan posisi setiap pemain, serta mengetahui kebutuhan posisi lima pemain yang cocok ditempatkan pada posisi center, point guard, shoting guard, small forward, dan power forward. dari hasil smart (simple multi-atribute rating technique) dapat diimplementasikan dalam sistem pemilihan posisi pemain dan memiliki akurasi 61% yang didapatkan dari hasil perbandingan antara hasil perhitungan sistem dengan data rekomendasi pelatih.  kata kunci: bola basket, posisi pemain, smart"
PENERAPAN ALGORITMA CLUSTERING LARGE APPLICATIONS BASED ON RANDOMIZED SEARCH (CLARANS) DENGAN UNWEIGHTED CLUSTER BASED LOCAL OUTLIER FACTOR (UNWEIGHTED -CBLOF) UNTUK DETEKSI OUTLIER PADA DATA CITRA, Mochammad Sodiqin," Dr. Indah Agustien Siradjuddin, S.Kom., M.Kom.","Dr. Arif Muntasa, S.Si., M.T. ","Deteksi outlier merupakan salah satu penelitian yang penting dengan tujuan mencari data yang memiliki karakteristik yang berbeda dengan kebanyakan data lainya. data outlier yang ada di  dataset akan mempengaruhi terhadap hasil dari proses selanjutnya seperti clustering dan klasifikasi dan terkadang outlier juga menyimpan informasi yang penting. penelitian ini dimulai dengan pemotongan daerah penting pada citra yang dilakukan secara manual. setelah mendapatkan citra dari proses sebelumnya, kemudian dilakukan ektraksi fitur warna dengan perhitungan statistik orde pertama yaitu mean, standard deviation, kurtosis dan skewness dan ektraksi fitur tekstur menggunakan algoritma grey level co-occurrence matrix (glcm) dengan jarak 1 dan sudut 0o dengan fitur yang  digunakan yaitu angular second moment, contras, inverse different moment, cluster shade, dan cluster prominence. setelah didapatkan fitur-fitur setiap citra kemudian dilakukan clustering dengan menggunakan algoritma clustering large applications based on randomized search (clarans). setelah proses clustering kemudian dilakukan deteksi outlier dengan menggunakan algoritma unweighted-cblof. dataset yang digunakan pada penelitian  ini adalah dataset supermarket produce dengan jumlah 2633 citra sebagai data normal dan data outlier sebanyak 50 diambil dari dataset fruit images. hasil dari penelitian ini didapatkan fitur yang terbaik untuk deteksi outlier yaitu menggunakan fitur tekstur grey level co-occurrence matrix (glcm) dengan nilai akurasi sebesar 85,612 % dan penentuan jumlah kelas pada  clustering large applications based on randomized search (clarans) yang semakin meningkat belum tentu meningkatkan nilai akurasi, sehingga perlu dilakukan uji coba dengan beberapa jumlah kelas untuk mencari nilai akurasi yang paling tinggi."
RESTful WEB SERVICE UNTUK APLIKASI PENERJEMAH BAHASA BILINGUAL MADURA DAN INDONESIA PADA PERANGKAT ANDROID, Rizal Nurman Wahyudi," Yoga Dwitya Pramudita, S.Kom., M.Cs.","Sigit Susanto Putro, S.Kom., M.Kom.","Aplikasi penerjemah bahasa bilingual indonesia madura berbasis web telah tersedia di madura.web.id. tidak cukup pada web tersebut perlu adanya sebuah sistem penerjemah bahasa billingual madura indonesia yang dapat berjalan pada semua platform dan dapat digunakan oleh pengembang-pengembang aplikasi lain untuk menggunakan sistem terjemahan ini sehingga pembelajaran bahasa madura bisa menjadi lebih berkembang.  salah satunya adalah aplikasi penerjemah pada perangkat android karena paltform android paling banyak digunakan oleh pengguna smartphone. untuk membangun sistem penerjemah yang bisa digunakan oleh semua platform termasuk android adalah dengan membuat web service. web service adalah standar dan sebuah metode pemrograman untuk membagikan data antar beberapa aplikasi. arsitektur yang sangat baik digunakan adalah restful web service karena lebih ringan dan cepat. sedangkan untuk format teks yang digunakan untuk pertukaran data adalah format json yang lebih mudah di encoding maupun di decoding oleh perangkat mobile. berdasarkan hasil pengujian, waktu response untuk penerjemah bahasa bilingual madura dan indonesia pada perangkat android, penggunaan web service lebih cepat dibandingkan dengan sistem penerjemah  pada website yang telah ada, berdasarkan hasil pengujian pada jaringan 2g rata-rata waktu response web service lebih cepat 31% dibanding dengan website, pada jaringan 3g lebih cepat 77% dan pada jaringan 4g lebih cepat 73%. kata kunci : restful api, web service, json, terjemahan madura indonesia"
PENERAPAN METODE LEARNING VECTOR QUANTIZATION UNTUK KLASIFIKASI KONDISI FISIK PADA PEMAIN VOLI, Moh. Sahiruddin," Sigit Susanto Putro, S.Kom., M.Kom.","Yoga Dwitya Pramudita, S.Kom., M.Cs.","Bola voli dapat dikatakan sebagai salah satu olahraga yang mempunyai gerakan–gerakan kompleks. seorang pemain voli harus bekerja keras untuk meningkatkan kemampuannya dengan salah satunya pada kondisi fisik. dalam menentukan kondisi fisik dapat memanfaatkan komputer sains dalam memberikan solusi dan pendukung keputusan terhadap pemain voli. dengan menerapkan metode learning vector quzntization dapat mengklasifikasi kondisi fisik seorang pemain voli. metode learning vector quantization sendiri merupakan metode klasifikasi supervised learning. dengan adanya sistem ini dapat membantu pelatih untuk mengetahui dan memberikan porsi latihan terhadap pemain yang mempunyai kondisi fisik yang dibagi beberapa kategori yaitu baik sekali, baik, cukup, kurang, dan kurang sekali sehingga penentuan kondisi fisik pemain lebih cepat. hasil akurasi yang diperoleh klasifikasi kondisi fisik pada pemain bola voli menggunakan metode learning vector quantization yaitu 95% dengan alpha 0,1 sampai 0,5 dan epoch 5 sampai 40 yang didapatkan dari hasil perbandingan perhitungan manual dengan hasil klasifikasi sistem. kata kunci : klasifikasi, kondisi fisik, learning vector quantization."
PENERAPAN METODE NAIVE BAYES UNTUK KLASIFIKASI KONDISI FISIK PADA PEMAIN BOLA VOLI, Ainul Yaqin," Sigit Susanto Putro, S.Kom., M.Kom.","Yoga Dwitya Pramudita, S.Kom., M.Cs.","Dalam usaha mencapai prestasi yang baik dalam olahraga permainan bola voli, pemain bukan hanya ditekankan pada penguasaan teknik dan taktik saja, tetapi dituntut kondisi fisik yang baik, karena merupakan syarat-syarat penting dalam penguasaan keterampilan dalam permainan bola voli. seorang pemain membutuhkan kondisi fisik yang baik untuk meningkatkan kualitas teknik. dalam hal ini pelatih ingin tahu sejauh mana kondisi fisik pemain dari masing-masing individu, dengan mengoreksi kondisi fisik pemain bola voli yang baik. untuk mempermudah dalam mengetahui kondisi fisik pemain maka diperlukan sistem pendukung keputusan yang dapat mengklasifikasi kondisi fisik pemain. metode yang digunakan dalam sistem pendukung keputusan adalah naive bayes. naive bayes merupakan salah satu metode di dalam data mining untuk mengklasifikasikan data. metode ini dapat membantu pelatih dalam mengklasifikasi kondisi fisik setiap pemain bola voli dimana terdapat lima kategori yaitu baik sekali, baik, cukup, kurang dan kurang sekali. dari hasil perhitungan metode naive bayes menghasilkan akurasi sebesar 85,71% dimana nilai yang didapat dari perbandingan antara perhitungan sistem dengan hasil perhitungan manual.  kata kunci : kondisi fisik, naïve bayess, bola voli"
PENGUKURAN KUALITAS E-LEARNING BERDASARKAN ISO 19796-1 MENGGUNAKAN METODE FUZZY ANALYTICAL NETWORK PROCESS, MOH. ADI PURNOMO," EZA RAHMANITA, S.T., M.T","NOVI PRASTITI, S.KOM, M.KOM","Pesatnya perkembangan teknologi saat ini semakin memacu peningkatan mutu pelayanan di berbagai bidang, khususnya di bidang pendidikan, salah satunya dengan penerapan e-learning. saat ini banyak jenis e-learning yang dapat digunakan, dengan kualitas yang berbeda-beda. kualitas e-learning sangat mempengaruhi tingkat keberhasilan penerapan e-learning untuk proses pembelajaran, pendidikan dan pelatihan. pengukuran kualitas e-learning menjadi sangat penting, oleh karena itu diperlukan standar dalam pengukuran kualitas e-learning. iso 19796-1 merupakan guideline untuk membangun sistem e-learning yang berkualitas. iso 19796-1 digunakan untuk keseragaman penilaian kualitas agar penilaian kualitas menjadi terstandarisasi, dan menjadi template untuk proses pembuatan, implementasi dan proses perbaikan kualitas e-learning. kategori pada model proses iso 19796-1 digunakan untuk mendefinisikan kriteria penilaian kualitas e-learning. pembobotan kriteria diolah menggunakan metode fuzzy analytical network process (fanp) hingga menjadi bobot akhir. dari serangkaian uji kualitas e-learning universitas madura didapat hasil nilai kualitas 79.7, dengan demikian hasil konversi kualitas e-learning menunjukkan hasil kualitas adalah baik. sedangkan rekomendasi perbaikan yang disarankan sistem berdasarkan hasil pengujian yaitu sebanyak 12 rekomendasi perbaikan kualitas e-learning universitas madura."
